POB11,POB14,POB21,POB23,DISC1,DISC7,DISC8,DISC9,DISC10,DISC11,DISC12,DISC13
36.0,34.0,81.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,3.0
12.0,19.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
65.0,44.0,112.0,6.0,-6.0,0.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
29.0,24.0,62.0,5.0,7.0,-6.0,4.0,-6.0,-6.0,-6.0,3.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
17.0,15.0,32.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
20.0,25.0,58.0,3.0,5.0,-6.0,5.0,0.0,0.0,0.0,-6.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
21.0,33.0,54.0,5.0,3.0,0.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0
22.0,25.0,46.0,3.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,0.0
16.0,35.0,52.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,-6.0
21.0,26.0,53.0,3.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,-6.0
23.0,38.0,67.0,6.0,4.0,-6.0,-6.0,-6.0,-6.0,3.0,-6.0,-6.0
19.0,32.0,57.0,6.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,4.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
19.0,20.0,40.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
20.0,37.0,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567.0,572.0,1688.0,380.0,75.0,41.0,26.0,11.0,14.0,20.0,11.0,28.0
34.0,34.0,103.0,31.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0
39.0,23.0,87.0,12.0,12.0,7.0,5.0,-6.0,-6.0,-6.0,-6.0,0.0
52.0,45.0,158.0,20.0,11.0,6.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0
47.0,25.0,109.0,7.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
21.0,29.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
67.0,43.0,143.0,12.0,13.0,5.0,8.0,-6.0,-6.0,-6.0,-6.0,-6.0
7.0,7.0,15.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6.0,14.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
3.0,3.0,6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,11.0,20.0,3.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0
10.0,8.0,19.0,-6.0,3.0,-6.0,3.0,0.0,0.0,0.0,0.0,0.0
47.0,32.0,107.0,16.0,5.0,5.0,3.0,-6.0,3.0,-6.0,-6.0,0.0
21.0,29.0,65.0,20.0,12.0,6.0,4.0,3.0,-6.0,3.0,5.0,0.0
53.0,53.0,135.0,15.0,4.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0,-6.0
12.0,8.0,26.0,7.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0
27.0,22.0,63.0,7.0,3.0,0.0,0.0,-6.0,3.0,0.0,0.0,0.0
8.0,12.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
16.0,8.0,28.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
13.0,18.0,52.0,14.0,10.0,3.0,9.0,0.0,-6.0,0.0,-6.0,-6.0
34.0,23.0,68.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0,-6.0
29.0,35.0,83.0,8.0,6.0,-6.0,4.0,-6.0,0.0,-6.0,-6.0,3.0
4.0,12.0,43.0,21.0,5.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0
11.0,19.0,68.0,32.0,8.0,6.0,-6.0,-6.0,-6.0,0.0,0.0,0.0
49.0,62.0,166.0,38.0,22.0,12.0,11.0,4.0,-6.0,7.0,7.0,-6.0
18.0,17.0,41.0,4.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
12.0,8.0,32.0,8.0,6.0,-6.0,4.0,-6.0,0.0,-6.0,0.0,0.0
39.0,49.0,128.0,35.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
20.0,13.0,35.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,14.0,40.0,14.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,10.0,49.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
16.0,9.0,35.0,9.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,26.0,72.0,17.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
15.0,11.0,37.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
85.0,69.0,228.0,46.0,14.0,9.0,4.0,3.0,3.0,4.0,3.0,3.0
23.0,31.0,93.0,25.0,10.0,8.0,6.0,3.0,5.0,3.0,5.0,3.0
26.0,25.0,71.0,12.0,5.0,-6.0,4.0,-6.0,0.0,-6.0,-6.0,0.0
43.0,39.0,134.0,32.0,12.0,5.0,5.0,-6.0,-6.0,-6.0,6.0,-6.0
16.0,15.0,41.0,9.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0
34.0,26.0,82.0,7.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
17.0,29.0,84.0,30.0,14.0,9.0,5.0,0.0,3.0,0.0,-6.0,3.0
10.0,18.0,58.0,18.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
-6.0,8.0,32.0,15.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
5.0,10.0,27.0,7.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0
15.0,21.0,51.0,16.0,5.0,-6.0,3.0,-6.0,-6.0,0.0,-6.0,0.0
20.0,31.0,79.0,25.0,5.0,3.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
20.0,19.0,66.0,18.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0
15.0,20.0,56.0,17.0,6.0,4.0,0.0,-6.0,-6.0,3.0,0.0,0.0
24.0,34.0,95.0,29.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,3.0
46.0,33.0,135.0,34.0,12.0,8.0,6.0,0.0,-6.0,3.0,-6.0,-6.0
15.0,15.0,48.0,12.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
53.0,52.0,164.0,35.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,7.0
19.0,33.0,103.0,41.0,6.0,4.0,-6.0,-6.0,-6.0,-6.0,3.0,-6.0
10.0,25.0,73.0,31.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,3.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
35.0,24.0,91.0,13.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
14.0,25.0,50.0,7.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
21.0,12.0,74.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,56.0,143.0,43.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,-6.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
32.0,24.0,89.0,11.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,-6.0
27.0,27.0,69.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,11.0,38.0,9.0,7.0,3.0,5.0,-6.0,0.0,-6.0,-6.0,-6.0
13.0,15.0,55.0,21.0,5.0,4.0,3.0,-6.0,-6.0,4.0,3.0,-6.0
6.0,10.0,47.0,25.0,3.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
36.0,40.0,107.0,16.0,6.0,-6.0,4.0,-6.0,0.0,0.0,-6.0,0.0
49.0,33.0,119.0,29.0,5.0,3.0,-6.0,0.0,0.0,-6.0,-6.0,-6.0
12.0,22.0,60.0,17.0,7.0,5.0,-6.0,-6.0,3.0,-6.0,-6.0,0.0
15.0,23.0,57.0,10.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
11.0,10.0,28.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.0
33.0,25.0,102.0,22.0,7.0,7.0,5.0,0.0,3.0,-6.0,-6.0,-6.0
13.0,16.0,47.0,11.0,5.0,3.0,-6.0,-6.0,-6.0,3.0,-6.0,-6.0
12.0,17.0,32.0,3.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
6.0,4.0,9.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
-6.0,7.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
11.0,20.0,45.0,9.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,0.0
8.0,7.0,24.0,8.0,4.0,4.0,-6.0,0.0,0.0,-6.0,0.0,0.0
10.0,11.0,39.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,13.0,50.0,16.0,8.0,6.0,5.0,0.0,3.0,3.0,-6.0,-6.0
22.0,25.0,71.0,16.0,10.0,9.0,5.0,-6.0,-6.0,-6.0,3.0,-6.0
7.0,6.0,19.0,7.0,-6.0,0.0,-6.0,0.0,0.0,0.0,-6.0,-6.0
8.0,12.0,26.0,4.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
-6.0,3.0,10.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0
16.0,15.0,46.0,14.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
9.0,13.0,35.0,8.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
19.0,15.0,47.0,11.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
16.0,13.0,43.0,9.0,-6.0,0.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
40.0,53.0,134.0,28.0,8.0,-6.0,-6.0,4.0,0.0,0.0,-6.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
33.0,44.0,120.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
24.0,22.0,86.0,27.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0
9.0,17.0,68.0,36.0,8.0,3.0,3.0,-6.0,-6.0,3.0,-6.0,-6.0
9.0,9.0,25.0,6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0
12.0,21.0,58.0,21.0,4.0,-6.0,3.0,0.0,-6.0,0.0,0.0,0.0
13.0,19.0,64.0,26.0,4.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0,0.0
33.0,51.0,165.0,59.0,7.0,3.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0
60.0,54.0,154.0,20.0,17.0,5.0,10.0,-6.0,5.0,3.0,5.0,-6.0
37.0,27.0,82.0,10.0,8.0,3.0,6.0,-6.0,-6.0,-6.0,0.0,-6.0
45.0,36.0,111.0,18.0,5.0,4.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
57.0,46.0,147.0,21.0,11.0,-6.0,10.0,0.0,0.0,-6.0,-6.0,-6.0
43.0,23.0,94.0,12.0,3.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
29.0,27.0,84.0,14.0,16.0,8.0,10.0,0.0,-6.0,0.0,0.0,0.0
21.0,23.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,11.0,27.0,6.0,3.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
24.0,38.0,92.0,13.0,5.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,7.0
52.0,51.0,145.0,37.0,8.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0,3.0
51.0,47.0,133.0,21.0,4.0,3.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0
23.0,14.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,6.0,10.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,40.0,113.0,18.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0
18.0,30.0,66.0,15.0,3.0,-6.0,-6.0,-6.0,0.0,-6.0,0.0,0.0
-6.0,6.0,13.0,3.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
12.0,18.0,47.0,8.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
15.0,13.0,59.0,29.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-6.0
23.0,23.0,83.0,29.0,3.0,-6.0,0.0,-6.0,0.0,0.0,-6.0,-6.0
19.0,29.0,87.0,32.0,5.0,5.0,-6.0,-6.0,3.0,-6.0,-6.0,-6.0
27.0,32.0,107.0,33.0,7.0,4.0,4.0,-6.0,-6.0,-6.0,0.0,-6.0
72.0,62.0,154.0,3.0,6.0,3.0,-6.0,-6.0,0.0,0.0,0.0,-6.0
19.0,15.0,45.0,0.0,8.0,4.0,5.0,0.0,0.0,-6.0,-6.0,-6.0
43.0,36.0,101.0,6.0,15.0,-6.0,9.0,3.0,-6.0,0.0,3.0,5.0
26.0,24.0,53.0,4.0,6.0,-6.0,4.0,-6.0,3.0,-6.0,0.0,0.0
27.0,30.0,64.0,6.0,3.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
25.0,17.0,55.0,4.0,-6.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,0.0
15.0,24.0,39.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.0
11.0,11.0,21.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
13.0,16.0,29.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
14.0,7.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,145.0,407.0,58.0,4.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,0.0
87.0,158.0,361.0,57.0,6.0,4.0,-6.0,0.0,-6.0,-6.0,-6.0,-6.0
18.0,12.0,52.0,12.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
30.0,24.0,83.0,16.0,3.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
29.0,34.0,76.0,7.0,5.0,-6.0,3.0,0.0,-6.0,0.0,0.0,0.0
23.0,23.0,66.0,11.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,-6.0
33.0,37.0,106.0,14.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0
24.0,25.0,81.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
30.0,41.0,87.0,10.0,3.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,-6.0
-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
27.0,20.0,75.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
33.0,34.0,75.0,0.0,3.0,-6.0,-6.0,3.0,-6.0,-6.0,3.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
60.0,65.0,123.0,10.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
41.0,36.0,78.0,0.0,4.0,-6.0,-6.0,-6.0,-6.0,3.0,-6.0,-6.0
28.0,30.0,61.0,7.0,3.0,-6.0,-6.0,3.0,-6.0,-6.0,-6.0,3.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
60.0,78.0,148.0,6.0,7.0,5.0,3.0,-6.0,-6.0,-6.0,3.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
38.0,34.0,76.0,-6.0,4.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,-6.0
27.0,48.0,85.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
41.0,30.0,78.0,0.0,5.0,-6.0,4.0,0.0,-6.0,0.0,0.0,-6.0
52.0,31.0,112.0,14.0,7.0,4.0,4.0,-6.0,-6.0,0.0,-6.0,4.0
14.0,28.0,37.0,0.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
16.0,34.0,49.0,3.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0
9.0,30.0,44.0,3.0,-6.0,0.0,-6.0,0.0,0.0,-6.0,-6.0,0.0
21.0,28.0,58.0,5.0,-6.0,0.0,-6.0,0.0,0.0,0.0,-6.0,0.0
20.0,32.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,32.0,45.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
38.0,76.0,114.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
37.0,60.0,96.0,-6.0,5.0,3.0,-6.0,0.0,0.0,0.0,-6.0,-6.0
14.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
15.0,30.0,48.0,3.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
53.0,63.0,129.0,4.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
38.0,32.0,92.0,3.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
71.0,64.0,158.0,5.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
18.0,40.0,69.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
7.0,17.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
21.0,53.0,84.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,23.0,33.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
28.0,55.0,110.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,20.0,55.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0
40.0,38.0,115.0,14.0,4.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,0.0
38.0,33.0,99.0,15.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,16.0,68.0,14.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
10.0,13.0,34.0,7.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,58.0,105.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
27.0,35.0,65.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
11.0,12.0,29.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
27.0,34.0,73.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,7.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,14.0,16.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,27.0,69.0,14.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,-6.0
13.0,17.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
8.0,16.0,58.0,20.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0
3.0,6.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,60.0,190.0,38.0,5.0,4.0,-6.0,0.0,0.0,-6.0,0.0,3.0
27.0,27.0,87.0,17.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6.0
41.0,53.0,168.0,49.0,5.0,3.0,-6.0,0.0,0.0,-6.0,0.0,-6.0
8.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,32.0,111.0,29.0,-6.0,0.0,0.0,-6.0,0.0,0.0,0.0,5.0
7.0,-6.0,21.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
41.0,49.0,97.0,6.0,8.0,4.0,3.0,-6.0,-6.0,3.0,3.0,3.0
23.0,21.0,43.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,51.0,77.0,-6.0,4.0,-6.0,0.0,-6.0,-6.0,0.0,0.0,-6.0
26.0,62.0,88.0,5.0,7.0,3.0,3.0,0.0,-6.0,-6.0,0.0,-6.0
43.0,41.0,91.0,10.0,-6.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0
-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
34.0,22.0,50.0,0.0,-6.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,-6.0
9.0,12.0,21.0,0.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
19.0,17.0,40.0,5.0,9.0,-6.0,7.0,0.0,-6.0,-6.0,0.0,-6.0
20.0,27.0,46.0,3.0,4.0,-6.0,4.0,0.0,0.0,0.0,-6.0,-6.0
31.0,32.0,57.0,4.0,6.0,-6.0,3.0,-6.0,0.0,-6.0,-6.0,-6.0
14.0,14.0,32.0,-6.0,3.0,-6.0,0.0,3.0,-6.0,-6.0,-6.0,-6.0
31.0,42.0,75.0,3.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
58.0,57.0,127.0,9.0,7.0,-6.0,4.0,3.0,3.0,-6.0,-6.0,-6.0
68.0,66.0,136.0,5.0,4.0,3.0,3.0,-6.0,-6.0,-6.0,-6.0,-6.0
23.0,25.0,59.0,7.0,9.0,-6.0,7.0,-6.0,-6.0,-6.0,-6.0,3.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
16.0,17.0,36.0,-6.0,-6.0,0.0,0.0,0.0,-6.0,0.0,0.0,-6.0
24.0,14.0,43.0,0.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0
41.0,49.0,97.0,7.0,-6.0,-6.0,-6.0,0.0,-6.0,-6.0,0.0,0.0
6.0,3.0,10.0,0.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0,-6.0
20.0,21.0,44.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
9.0,11.0,20.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,-6.0
13.0,16.0,31.0,-6.0,-6.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0
43.0,42.0,81.0,4.0,6.0,-6.0,5.0,-6.0,-6.0,-6.0,-6.0,-6.0
14.0,23.0,36.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,19.0,41.0,-6.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
26.0,24.0,60.0,6.0,-6.0,-6.0,0.0,-6.0,0.0,-6.0,-6.0,-6.0
72.0,58.0,128.0,5.0,6.0,-6.0,3.0,-6.0,-6.0,-6.0,0.0,-6.0
23.0,29.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,21.0,43.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
24.0,33.0,59.0,3.0,-6.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
38.0,27.0,76.0,3.0,-6.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.0
13.0,14.0,31.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
38.0,37.0,90.0,11.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,16.0,32.0,0.0,-6.0,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0
29.0,40.0,74.0,-6.0,5.0,-6.0,4.0,0.0,0.0,-6.0,0.0,0.0
8.0,16.0,25.0,-6.0,-6.0,0.0,0.0,-6.0,0.0,0.0,-6.0,5.0
9.0,15.0,24.0,-6.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
